severity,severity_final,length,recDate,dispDate,ocat
5,5,157,18904,19061,1
1,5,654,18904,19558,1
3,3,24,18904,18928,5
2,2,338,18904,19242,1
4,5,59,18904,18963,1
5,5,45,18904,18949,1
5,5,112,18904,19016,5
2,5,212,18904,19116,1
3,3,727,18904,19631,5
3,3,86,18889,18975,5
3,3,86,18889,18975,5
5,6,126,18904,19030,5
1,1,1252,18904,20156,5
5,5,506,18904,19410,5
5,5,269,18901,19170,1
3,3,71,18904,18975,5
3,3,71,18904,18975,5
2,2,391,18890,19281,1
5,5,50,18904,18954,1
2,2,539,18904,19443,5
3,3,226,18904,19130,5
5,5,91,18904,18995,1
5,5,757,18904,19661,5
5,5,69,18904,18973,2
4,4,539,18904,19443,5
3,3,94,18904,18998,5
2,2,419,18904,19323,5
4,4,328,18904,19232,2
1,1,966,18904,19870,5
3,3,184,18904,19088,3
3,3,483,18904,19387,5
5,5,687,18905,19592,3
3,3,78,18905,18983,5
2,2,378,18905,19283,5
3,3,378,18905,19283,5
2,2,378,18905,19283,5
5,5,378,18905,19283,5
5,6,146,18905,19051,5
5,5,316,18905,19221,5
3,3,437,18893,19330,1
2,2,134,18904,19038,5
3,3,111,18904,19015,5
3,3,111,18904,19015,5
3,3,134,18904,19038,5
4,4,78,18905,18983,5
5,5,21,18905,18926,5
5,5,133,18905,19038,1
2,2,422,18905,19327,1
5,5,250,18905,19155,5
5,5,128,18905,19033,1
5,5,43,18905,18948,1
5,5,20,18905,18925,5
4,4,92,18905,18997,5
5,5,54,18905,18959,1
5,5,7,18905,18912,5
3,6,197,18905,19102,5
3,3,362,18905,19267,5
5,5,149,18905,19054,1
4,4,75,18905,18980,1
3,3,306,18893,19199,1
3,3,141,18905,19046,5
5,5,320,18905,19225,2
4,4,84,18883,18967,5
3,5,54,18905,18959,1
1,1,1225,18905,20130,1
5,5,192,18904,19096,1
5,5,71,18904,18975,1
5,5,148,18905,19053,1
5,5,22,18905,18927,2
5,5,159,18905,19064,5
5,5,239,18905,19144,1
2,2,57,18905,18962,1
5,5,182,18905,19087,1
2,5,386,18905,19291,5
3,3,264,18905,19169,3
4,6,280,18905,19185,5
4,4,61,18905,18966,2
3,3,28,18905,18933,5
5,5,313,18905,19218,5
5,5,433,18905,19338,5
1,5,951,18905,19856,1
5,5,195,18905,19100,5
4,4,254,18905,19159,5
3,4,364,18905,19269,5
3,6,1470,18905,20375,5
3,3,62,18905,18967,5
4,4,111,18905,19016,5
3,3,310,18905,19215,3
5,5,166,18905,19071,5
4,4,84,18905,18989,5
4,4,84,18905,18989,5
4,6,195,18905,19100,5
3,3,342,18905,19247,3
3,3,98,18905,19003,5
3,3,636,18905,19541,3
4,4,142,18905,19047,5
5,5,618,18905,19523,5
3,3,302,18905,19207,5
3,3,303,18905,19208,5
1,1,643,18905,19548,5
1,1,376,18905,19281,5
1,1,1290,18905,20195,5
3,3,126,18905,19031,5
4,4,8,18905,18913,2
5,5,131,18906,19037,5
4,4,74,18906,18980,3
1,1,672,18906,19578,5
2,2,230,18905,19135,5
5,5,61,18906,18967,5
3,3,316,18905,19221,5
1,1,1015,18906,19921,5
3,3,95,18906,19001,5
3,3,243,18906,19149,3
5,5,105,18906,19011,5
3,3,119,18906,19025,5
5,5,78,18906,18984,5
3,3,47,18906,18953,5
3,3,518,18906,19424,5
3,3,760,18906,19666,5
3,3,362,18906,19268,5
5,5,222,18906,19128,5
5,5,125,18906,19031,1
2,2,152,18906,19058,1
2,2,131,18906,19037,1
2,8,649,18906,19555,1
2,5,176,18906,19082,1
2,4,323,18906,19229,5
5,5,64,18906,18970,1
5,5,126,18906,19032,1
5,5,173,18906,19079,1
5,5,315,18906,19221,1
5,5,139,18906,19045,1
3,3,111,18906,19017,5
5,5,203,18906,19109,1
5,5,260,18906,19166,1
1,1,267,18906,19173,5
1,4,146,18906,19052,5
5,5,299,18906,19205,1
2,5,225,18906,19131,1
5,5,336,18906,19242,5
4,4,364,18906,19270,5
2,2,279,18906,19185,5
5,5,216,18906,19122,5
5,5,56,18906,18962,1
3,3,116,18906,19022,1
4,4,179,18906,19085,5
2,5,322,18906,19228,1
4,4,30,18904,18934,5
5,5,180,18906,19086,1
5,5,41,18906,18947,1
5,5,441,18906,19347,1
5,5,203,18906,19109,1
5,5,224,18906,19130,1
1,2,874,18906,19780,1
5,5,53,18906,18959,1
1,1,853,18906,19759,5
2,6,189,18906,19095,5
3,4,134,18906,19040,5
5,5,873,18906,19779,1
2,2,28,18906,18934,5
2,2,275,18906,19181,1
5,5,411,18906,19317,3
5,5,30,18890,18920,1
4,4,67,18906,18973,2
5,5,480,18906,19386,5
5,5,267,18906,19173,5
5,5,7,18906,18913,2
5,5,229,18906,19135,3
3,3,336,18906,19242,5
4,4,1142,18906,20048,5
3,4,531,18906,19437,5
5,5,160,18906,19066,5
4,4,567,18906,19473,5
3,3,61,18906,18967,5
4,4,190,18906,19096,5
3,3,67,18907,18974,5
3,4,125,18907,19032,5
1,1,426,18907,19333,5
3,3,75,18907,18982,5
1,1,388,18907,19295,5
5,5,77,18907,18984,5
5,5,103,18907,19010,5
1,1,600,18907,19507,5
5,5,124,18907,19031,5
3,3,67,18907,18974,3
3,3,729,18906,19635,5
3,3,1215,18907,20122,3
3,3,753,18907,19660,5
3,6,360,18907,19267,5
1,1,698,18907,19605,3
3,3,285,18907,19192,5
3,3,285,18907,19192,5
5,5,94,18907,19001,5
3,3,126,18904,19030,1
3,3,69,18907,18976,5
3,3,588,18906,19494,5
4,4,180,18907,19087,5
3,5,265,18907,19172,5
4,4,214,18907,19121,1
4,6,582,18906,19488,5
2,2,165,18907,19072,1
2,2,236,18907,19143,1
2,2,245,18907,19152,1
3,3,529,18906,19435,5
5,5,207,18907,19114,2
5,5,41,18907,18948,1
2,5,180,18907,19087,1
5,5,291,18907,19198,1
3,3,52,18907,18959,5
5,5,77,18907,18984,1
3,3,529,18906,19435,5
5,5,339,18907,19246,1
5,5,60,18907,18967,5
3,3,125,18907,19032,3
5,6,167,18907,19074,1
4,4,39,18907,18946,2
1,1,572,18907,19479,3
5,5,216,18907,19123,5
5,5,139,18907,19046,1
3,3,172,18907,19079,5
5,5,166,18907,19073,5
5,5,244,18907,19151,1
5,5,21,18907,18928,1
4,4,39,18907,18946,2
5,5,48,18886,18934,1
5,5,438,18907,19345,1
5,5,45,18907,18952,1
4,6,801,18907,19708,5
2,3,138,18907,19045,1
3,3,704,18907,19611,5
4,4,529,18906,19435,5
5,5,160,18907,19067,1
3,3,189,18890,19079,5
3,3,84,18890,18974,5
5,5,394,18887,19281,3
1,1,1712,18886,20598,1
5,5,117,18907,19024,1
4,4,78,18882,18960,2
1,3,483,18906,19389,5
3,3,248,18907,19155,1
2,2,154,18907,19061,5
5,5,139,18907,19046,5
5,5,59,18907,18966,1
3,3,328,18907,19235,5
4,4,188,18907,19095,5
5,5,206,18907,19113,5
5,5,342,18907,19249,2
2,2,199,18907,19106,5
4,4,703,18907,19610,5
3,3,62,18907,18969,3
3,3,563,18907,19470,5
3,3,259,18907,19166,5
5,5,28,18907,18935,2
3,3,96,18907,19003,5
5,5,214,18907,19121,5
5,5,404,18907,19311,5
4,4,208,18907,19115,3
5,5,229,18907,19136,5
1,1,329,18907,19236,5
0,0,885,18907,19792,4
3,3,538,18908,19446,5
0,0,879,18907,19786,4
5,5,377,18908,19285,5
3,3,472,18908,19380,5
3,3,472,18908,19380,5
3,3,516,18908,19424,5
2,2,68,18908,18976,5
3,3,755,18907,19662,5
4,4,702,18908,19610,5
5,5,550,18908,19458,5
5,5,27,18908,18935,3
3,3,503,18908,19411,3
1,2,229,18908,19137,5
3,3,27,18908,18935,3
5,5,180,18908,19088,3
5,6,523,18908,19431,5
5,5,200,18908,19108,3
5,5,75,18908,18983,5
3,3,59,18908,18967,5
3,3,68,18908,18976,5
5,6,360,18908,19268,5
3,3,496,18908,19404,5
3,3,54,18908,18962,5
2,2,306,18908,19214,5
2,2,303,18908,19211,5
4,4,249,18908,19157,5
3,3,117,18908,19025,3
5,5,4,18908,18912,5
4,4,159,18908,19067,5
3,3,828,18908,19736,5
3,3,828,18908,19736,5
2,2,192,18908,19100,5
4,6,179,18908,19087,5
5,5,158,18908,19066,3
2,2,138,18908,19046,5
3,3,69,18908,18977,5
3,3,69,18908,18977,5
5,5,767,18908,19675,5
4,4,41,18908,18949,5
3,6,654,18908,19562,5
3,3,173,18908,19081,5
3,4,208,18908,19116,5
3,3,354,18908,19262,3
5,5,90,18908,18998,5
4,6,72,18908,18980,5
2,2,142,18908,19050,5
2,2,159,18908,19067,5
4,4,1523,18909,20432,3
2,4,228,18909,19137,5
5,5,37,18909,18946,5
5,5,58,18908,18966,2
3,3,61,18909,18970,3
3,3,271,18908,19179,5
5,5,325,18909,19234,5
3,3,138,18909,19047,5
3,3,29,18909,18938,5
4,4,66,18909,18975,5
4,4,66,18909,18975,5
5,5,115,18909,19024,5
5,5,4,18909,18913,5
5,5,445,18909,19354,5
4,4,316,18909,19225,1
5,5,116,18909,19025,5
5,5,88,18900,18988,1
3,6,327,18909,19236,5
5,5,72,18909,18981,5
3,4,326,18909,19235,5
5,5,752,18909,19661,5
4,4,260,18909,19169,5
3,3,610,18909,19519,5
3,3,254,18909,19163,5
3,3,74,18909,18983,5
5,5,37,18909,18946,2
4,4,93,18909,19002,5
2,2,30,18908,18938,5
3,3,155,18909,19064,5
3,3,164,18909,19073,5
3,3,164,18909,19073,5
5,5,186,18909,19095,3
5,5,471,18909,19380,2
4,4,92,18909,19001,2
3,3,316,18909,19225,5
2,2,31,18909,18940,5
5,5,29,18909,18938,5
4,4,155,18909,19064,5
5,5,88,18909,18997,2
2,2,162,18909,19071,5
5,6,171,18909,19080,2
5,5,170,18910,19080,3
3,3,583,18909,19492,5
1,1,203,18910,19113,3
3,3,162,18910,19072,3
3,3,297,18910,19207,3
5,5,289,18910,19199,3
4,4,129,18910,19039,3
5,5,4,18910,18914,5
3,3,128,18910,19038,5
4,4,135,18910,19045,5
4,4,213,18910,19123,5
4,4,214,18910,19124,5
5,5,435,18910,19345,5
4,4,246,18910,19156,2
3,3,178,18910,19088,5
5,5,269,18910,19179,2
3,3,392,18910,19302,5
3,3,392,18910,19302,5
3,3,28,18910,18938,3
2,2,277,18910,19187,5
4,4,316,18910,19226,5
2,2,79,18910,18989,5
3,3,211,18910,19121,3
4,6,396,18910,19306,5
5,5,37,18910,18947,5
5,6,8,18910,18918,2
5,5,29,18910,18939,2
3,3,52,18910,18962,5
1,1,865,18910,19775,3
3,3,794,18910,19704,5
3,3,367,18910,19277,5
3,3,87,18910,18997,5
4,4,252,18910,19162,5
4,6,63,18910,18973,2
4,4,256,18910,19166,2
4,5,95,18910,19005,2
5,5,198,18910,19108,5
5,5,149,18910,19059,5
2,2,43,18910,18953,5
2,2,361,18910,19271,5
5,5,139,18911,19050,3
3,3,111,18911,19022,3
5,5,164,18911,19075,5
3,3,924,18911,19835,3
4,4,707,18911,19618,5
4,4,716,18911,19627,5
4,4,430,18911,19341,5
5,5,49,18910,18959,5
5,6,994,18911,19905,5
3,3,105,18910,19015,5
4,4,41,18911,18952,5
0,0,957,18909,19866,4
5,5,149,18911,19060,5
3,3,29,18911,18940,1
4,4,176,18891,19067,5
4,4,118,18911,19029,2
1,1,244,18911,19155,5
4,5,118,18911,19029,2
3,3,56,18911,18967,5
3,3,164,18911,19075,1
5,5,59,18911,18970,5
5,5,16,18911,18927,5
1,1,604,18911,19515,5
2,2,472,18911,19383,5
3,3,187,18873,19060,5
2,2,72,18911,18983,1
5,5,37,18911,18948,1
1,1,615,18911,19526,5
1,1,630,18911,19541,5
1,1,1551,18906,20457,5
2,5,42,18911,18953,1
5,5,84,18911,18995,1
3,3,43,18911,18954,5
3,4,178,18911,19089,5
5,5,42,18911,18953,1
3,5,289,18911,19200,1
5,5,401,18911,19312,1
5,5,61,18911,18972,5
4,5,36,18911,18947,2
1,1,1541,18910,20451,5
5,5,183,18911,19094,5
3,3,64,18911,18975,1
3,3,239,18896,19135,5
4,5,36,18911,18947,2
2,2,426,18911,19337,1
5,5,140,18911,19051,2
3,5,415,18911,19326,1
1,3,308,18836,19144,5
1,1,729,18911,19640,5
3,3,64,18911,18975,5
1,1,377,18908,19285,5
3,3,273,18911,19184,1
2,5,71,18911,18982,1
2,5,199,18911,19110,1
5,5,79,18911,18990,1
3,3,280,18911,19191,1
5,5,203,18911,19114,1
3,3,524,18911,19435,5
3,3,42,18911,18953,5
5,5,323,18911,19234,1
5,5,37,18911,18948,1
3,3,90,18884,18974,5
3,3,42,18911,18953,5
4,4,35,18911,18946,2
5,6,6,18911,18917,5
4,4,78,18905,18983,5
5,5,48,18911,18959,1
5,5,135,18911,19046,5
4,4,150,18911,19061,3
5,5,36,18911,18947,2
5,5,85,18911,18996,2
3,4,99,18911,19010,5
5,5,134,18911,19045,2
5,5,195,18911,19106,5
3,4,357,18911,19268,5
2,2,399,18911,19310,5
1,1,276,18911,19187,5
4,6,798,18911,19709,5
3,4,303,18911,19214,5
4,4,140,18911,19051,2
3,3,1386,18911,20297,5
5,5,55,18911,18966,5
5,5,28,18911,18939,5
5,5,49,18911,18960,5
4,4,168,18911,19079,5
5,5,120,18911,19031,5
5,5,22,18911,18933,2
5,5,28,18912,18940,2
3,3,90,18912,19002,3
3,3,169,18912,19081,5
3,3,169,18912,19081,5
5,5,174,18912,19086,5
4,4,35,18912,18947,2
5,5,810,18912,19722,2
5,5,55,18911,18966,5
3,3,72,18912,18984,5
3,3,516,18912,19428,5
5,5,580,18912,19492,3
4,4,187,18912,19099,3
1,1,1441,18911,20352,5
1,1,427,18912,19339,5
3,3,303,18912,19215,5
5,5,62,18912,18974,1
5,5,203,18912,19115,1
5,5,53,18912,18965,1
5,5,337,18912,19249,5
4,4,65,18912,18977,5
5,6,50,18912,18962,5
5,5,463,18912,19375,1
5,5,274,18912,19186,1
5,5,63,18912,18975,5
3,3,529,18906,19435,5
5,5,37,18912,18949,5
5,5,28,18912,18940,5
3,3,1094,18910,20004,5
5,5,128,18912,19040,1
4,4,715,18911,19626,5
5,5,176,18912,19088,1
5,5,41,18912,18953,1
1,1,176,18911,19087,5
5,5,250,18912,19162,2
2,5,126,18912,19038,1
1,5,212,18912,19124,1
1,1,245,18910,19155,5
5,5,97,18912,19009,1
5,5,56,18912,18968,5
5,5,1238,18912,20150,1
5,5,56,18912,18968,1
5,5,194,18912,19106,1
5,5,35,18912,18947,1
5,5,89,18912,19001,1
5,5,500,18904,19404,5
2,5,90,18912,19002,1
1,1,589,18911,19500,5
2,2,100,18903,19003,1
5,5,125,18912,19037,1
2,2,100,18903,19003,1
3,3,93,18912,19005,1
5,5,511,18912,19423,1
5,5,161,18912,19073,1
2,2,100,18903,19003,1
5,5,162,18912,19074,1
3,6,203,18912,19115,5
2,2,214,18903,19117,1
2,3,575,18912,19487,1
2,2,611,18903,19514,1
5,7,128,18912,19040,1
5,6,163,18912,19075,1
2,2,170,18903,19073,1
2,5,50,18903,18953,1
5,5,142,18912,19054,1
3,3,222,18912,19134,5
5,5,24,18889,18913,1
3,3,206,18907,19113,1
3,4,42,18912,18954,5
5,5,83,18912,18995,1
5,5,354,18910,19264,1
5,5,118,18912,19030,1
4,4,146,18912,19058,2
5,5,22,18910,18932,1
3,3,55,18912,18967,5
3,3,295,18912,19207,5
5,5,251,18912,19163,2
5,5,119,18912,19031,2
3,3,93,18912,19005,5
5,6,127,18912,19039,3
4,4,183,18912,19095,2
3,3,125,18912,19037,3
3,3,117,18912,19029,5
5,5,149,18912,19061,5
5,5,604,18912,19516,5
5,5,52,18913,18965,3
5,5,67,18913,18980,2
5,5,347,18913,19260,3
3,3,322,18913,19235,3
1,2,187,18913,19100,5
5,5,91,18913,19004,5
1,5,1202,18913,20115,1
3,6,133,18913,19046,5
3,6,133,18913,19046,5
3,6,133,18913,19046,5
1,1,141,18913,19054,1
2,2,126,18913,19039,1
2,2,126,18913,19039,1
2,2,126,18913,19039,1
2,2,126,18913,19039,1
2,2,126,18913,19039,1
3,3,558,18913,19471,5
1,1,1290,18912,20202,5
3,3,558,18913,19471,5
3,3,221,18851,19072,5
3,3,461,18913,19374,5
3,6,386,18913,19299,5
4,6,270,18913,19183,5
1,1,1439,18913,20352,5
2,5,271,18913,19184,1
2,2,455,18912,19367,1
3,3,36,18911,18947,3
3,3,174,18913,19087,3
5,5,40,18913,18953,5
5,5,34,18913,18947,1
2,2,260,18912,19172,5
5,5,259,18913,19172,3
5,5,1345,18913,20258,1
3,3,244,18913,19157,3
1,1,1611,18912,20523,5
5,5,70,18905,18975,1
4,4,173,18913,19086,5
4,4,99,18882,18981,5
1,2,303,18909,19212,1
5,5,278,18913,19191,2
3,3,354,18913,19267,3
2,2,211,18913,19124,1
5,5,289,18904,19193,5
2,2,399,18913,19312,5
5,5,34,18913,18947,2
3,3,258,18913,19171,5
3,3,174,18913,19087,1
5,5,48,18913,18961,1
5,5,117,18913,19030,1
5,5,273,18913,19186,1
2,5,161,18913,19074,1
5,5,137,18913,19050,1
5,5,53,18913,18966,1
5,5,302,18912,19214,1
5,5,263,18913,19176,5
5,5,587,18913,19500,3
5,5,63,18913,18976,1
3,3,151,18913,19064,5
1,1,310,18912,19222,1
3,3,286,18913,19199,5
5,5,102,18913,19015,1
5,5,49,18913,18962,1
2,5,313,18913,19226,1
4,4,67,18913,18980,5
5,5,425,18913,19338,1
5,5,174,18913,19087,5
2,2,69,18913,18982,5
4,4,172,18913,19085,2
5,5,57,18913,18970,2
5,5,28,18913,18941,5
4,4,356,18913,19269,2
4,4,83,18913,18996,5
2,2,66,18914,18980,5
3,4,131,18913,19044,5
4,4,202,18914,19116,5
4,4,670,18914,19584,5
3,3,130,18914,19044,5
3,3,508,18914,19422,5
3,3,132,18914,19046,5
5,5,117,18914,19031,5
5,5,182,18913,19095,5
2,2,32,18913,18945,5
5,5,35,18914,18949,3
5,5,166,18914,19080,5
3,3,180,18914,19094,5
1,1,1197,18903,20100,5
5,5,250,18914,19164,1
3,3,412,18913,19325,5
1,1,670,18914,19584,1
2,5,214,18914,19128,1
5,5,98,18914,19012,1
4,4,398,18914,19312,5
1,1,2147,18914,21061,1
2,2,271,18914,19185,1
5,5,93,18914,19007,1
1,1,524,18914,19438,3
3,3,292,18914,19206,5
5,5,38,18914,18952,1
3,3,49,18914,18963,5
3,3,49,18914,18963,5
3,3,292,18914,19206,5
5,5,166,18914,19080,1
4,4,166,18914,19080,5
5,5,334,18914,19248,1
5,5,119,18914,19033,1
5,5,62,18914,18976,1
5,5,249,18914,19163,1
3,5,69,18914,18983,1
3,3,46,18914,18960,5
5,5,206,18914,19120,1
4,4,84,18914,18998,5
3,3,523,18914,19437,1
3,3,160,18914,19074,1
5,5,202,18914,19116,1
5,5,511,18914,19425,1
5,8,362,18914,19276,1
3,3,90,18914,19004,1
5,5,189,18914,19103,1
5,5,48,18914,18962,1
2,2,801,18914,19715,5
5,5,28,18906,18934,2
5,5,315,18914,19229,5
5,5,175,18914,19089,1
3,3,250,18914,19164,1
5,5,166,18912,19078,3
3,3,378,18914,19292,1
1,1,1413,18914,20327,5
3,5,290,18914,19204,1
4,4,334,18914,19248,1
5,5,230,18914,19144,1
5,5,359,18695,19054,1
5,5,251,18914,19165,5
5,5,60,18914,18974,2
2,2,119,18914,19033,1
4,4,448,18914,19362,5
4,4,311,18914,19225,2
5,5,273,18914,19187,1
3,3,501,18914,19415,5
5,5,35,18914,18949,2
5,5,70,18914,18984,2
3,3,1182,18914,20096,5
4,4,32,18914,18946,2
2,2,138,18914,19052,5
3,3,140,18914,19054,5
3,3,243,18914,19157,5
3,3,243,18914,19157,5
4,4,215,18914,19129,2
4,4,18,18914,18932,2
5,5,116,18915,19031,5
3,3,300,18915,19215,5
3,3,565,18915,19480,3
1,3,1223,18915,20138,5
2,2,1831,18915,20746,5
4,4,18,18915,18933,5
1,1,549,18915,19464,5
5,5,689,18915,19604,3
5,5,173,18915,19088,5
5,5,131,18915,19046,5
1,1,1446,18915,20361,5
2,2,1446,18915,20361,5
5,5,145,18908,19053,1
5,5,130,18907,19037,1
5,5,356,18905,19261,1
4,4,116,18915,19031,5
5,5,102,18915,19017,3
5,5,33,18915,18948,2
3,3,201,18915,19116,5
4,4,122,18915,19037,5
4,6,362,18915,19277,5
5,5,68,18915,18983,3
4,6,614,18915,19529,5
4,4,650,18915,19565,5
4,4,335,18915,19250,5
3,3,136,18915,19051,5
2,2,100,18915,19015,5
5,5,24,18915,18939,5
3,3,135,18915,19050,5
3,3,100,18915,19015,5
4,4,116,18915,19031,3
1,1,374,18915,19289,5
2,3,191,18915,19106,5
2,2,286,18915,19201,5
5,5,386,18916,19302,5
5,5,148,18916,19064,5
3,3,429,18915,19344,5
4,4,113,18916,19029,5
3,3,324,18916,19240,5
4,4,80,18916,18996,3
5,5,30,18916,18946,5
2,2,379,18916,19295,5
5,5,88,18916,19004,5
5,5,285,18916,19201,5
4,4,29,18916,18945,2
5,5,227,18916,19143,5
4,4,129,18916,19045,5
5,5,94,18916,19010,5
5,5,101,18916,19017,5
5,5,268,18916,19184,2
4,4,192,18915,19107,2
5,5,142,18916,19058,5
5,5,51,18915,18966,2
5,5,235,18916,19151,5
3,3,46,18916,18962,5
2,6,318,18915,19233,5
5,5,50,18916,18966,5
4,4,128,18916,19044,5
4,4,128,18916,19044,5
3,3,410,18916,19326,5
1,1,397,18916,19313,5
2,2,36,18916,18952,5
5,6,232,18916,19148,3
2,3,53,18916,18969,5
3,4,134,18916,19050,5
4,4,100,18916,19016,3
3,3,688,18916,19604,3
4,4,8,18916,18924,2
3,6,773,18916,19689,5
3,3,407,18916,19323,5
2,2,162,18916,19078,5
2,2,159,18916,19075,5
5,5,234,18917,19151,5
5,5,74,18917,18991,5
5,5,430,18917,19347,5
5,5,79,18917,18996,5
5,5,178,18917,19095,5
5,5,66,18917,18983,5
5,5,575,18917,19492,5
3,3,29,18917,18946,5
5,5,176,18917,19093,5
5,5,170,18917,19087,2
5,5,2,18917,18919,2
4,4,162,18917,19079,5
3,3,30,18917,18947,1
3,3,158,18917,19075,1
5,5,138,18907,19045,5
2,2,52,18917,18969,1
1,1,76,18912,18988,3
3,3,752,18917,19669,1
5,5,59,18908,18967,2
5,5,79,18911,18990,1
5,5,44,18917,18961,1
2,5,303,18917,19220,1
3,3,1009,18916,19925,5
2,2,196,18917,19113,1
3,3,499,18917,19416,3
5,5,45,18917,18962,1
5,5,196,18917,19113,1
5,5,108,18917,19025,5
5,5,36,18917,18953,1
2,2,105,18917,19022,5
1,1,206,18917,19123,5
2,5,687,18917,19604,1
5,5,84,18914,18998,1
3,3,87,18915,19002,5
5,5,42,18917,18959,1
5,5,63,18917,18980,5
3,3,51,18917,18968,5
5,5,239,18917,19156,5
5,5,66,18917,18983,5
5,5,52,18917,18969,2
5,5,149,18917,19066,1
5,5,112,18917,19029,1
3,3,87,18915,19002,5
5,5,108,18917,19025,1
1,1,619,18917,19536,5
5,5,57,18917,18974,5
3,3,239,18917,19156,5
2,2,45,18917,18962,1
2,5,371,18917,19288,1
2,2,158,18917,19075,5
3,3,559,18729,19288,5
2,2,158,18917,19075,5
2,5,344,18917,19261,1
5,5,203,18917,19120,2
3,3,240,18917,19157,5
2,2,158,18917,19075,5
2,2,158,18917,19075,5
4,4,345,18917,19262,1
4,4,84,18917,19001,5
2,5,98,18917,19015,1
4,4,185,18917,19102,5
3,3,49,18917,18966,5
5,5,134,18917,19051,1
4,4,113,18917,19030,5
5,5,198,18917,19115,1
1,1,623,18913,19536,5
5,5,225,18917,19142,1
3,3,196,18917,19113,5
5,5,100,18917,19017,2
5,5,197,18917,19114,1
2,3,252,18917,19169,1
5,5,115,18917,19032,1
1,3,160,18914,19074,5
5,5,190,18917,19107,1
5,5,350,18914,19264,5
5,8,116,18917,19033,5
2,2,324,18917,19241,1
2,2,49,18917,18966,1
5,5,233,18917,19150,1
4,4,102,18913,19015,3
5,5,122,18917,19039,1
1,1,319,18917,19236,1
5,5,63,18917,18980,1
5,6,295,18917,19212,5
2,2,44,18917,18961,1
5,5,36,18917,18953,1
5,5,80,18917,18997,1
5,5,31,18917,18948,5
3,3,408,18917,19325,5
3,3,358,18917,19275,1
1,1,155,18917,19072,5
3,3,37,18917,18954,3
2,5,210,18917,19127,1
4,4,5,18912,18917,2
2,2,199,18917,19116,1
4,4,414,18917,19331,5
4,4,414,18917,19331,5
5,5,141,18917,19058,2
5,5,79,18917,18996,5
5,5,85,18917,19002,2
3,3,413,18917,19330,5
2,2,280,18905,19185,5
4,4,161,18917,19078,5
4,6,359,18917,19276,5
5,5,354,18917,19271,2
2,2,280,18905,19185,5
5,5,108,18917,19025,5
5,5,46,18917,18963,3
3,3,522,18917,19439,3
2,2,36,18916,18952,5
4,4,100,18918,19018,3
3,3,252,18918,19170,5
3,3,65,18918,18983,5
3,3,65,18918,18983,5
2,2,448,18917,19365,5
4,5,1625,18918,20543,1
3,3,43,18918,18961,1
3,3,96,18913,19009,5
3,3,751,18918,19669,5
5,5,178,18918,19096,1
3,4,751,18918,19669,5
2,5,65,18918,18983,1
3,3,345,18918,19263,3
2,5,198,18918,19116,1
4,4,79,18918,18997,5
5,5,391,18913,19304,5
1,1,419,18918,19337,5
3,3,112,18918,19030,3
5,5,94,18918,19012,1
3,3,103,18915,19018,3
5,5,87,18918,19005,1
5,5,245,18918,19163,1
3,3,86,18918,19004,3
1,1,482,18915,19397,1
5,5,44,18918,18962,1
3,3,155,18903,19058,1
5,5,153,18918,19071,5
1,1,528,18918,19446,5
5,5,69,18914,18983,1
5,5,1261,18918,20179,5
2,2,114,18918,19032,1
2,5,79,18918,18997,1
2,2,232,18918,19150,1
5,5,352,18915,19267,5
5,5,49,18918,18967,1
5,5,65,18918,18983,1
3,3,279,18918,19197,5
5,5,322,18918,19240,1
5,5,25,18915,18940,1
3,3,43,18918,18961,5
4,4,100,18917,19017,1
5,5,173,18915,19088,3
5,5,209,18918,19127,5
3,6,213,18915,19128,5
5,5,136,18918,19054,1
4,4,81,18864,18945,5
2,2,286,18915,19201,5
2,2,286,18915,19201,5
2,3,191,18915,19106,5
3,3,233,18918,19151,3
5,5,49,18918,18967,1
3,3,538,18908,19446,5
4,4,57,18918,18975,5
5,5,61,18914,18975,1
2,2,1302,18918,20220,1
5,5,115,18918,19033,1
2,5,198,18918,19116,1
5,5,105,18918,19023,1
2,2,84,18918,19002,1
5,5,941,18918,19859,1
4,4,100,18918,19018,5
4,6,106,18911,19017,5
5,5,71,18918,18989,1
5,5,783,18918,19701,1
5,5,88,18916,19004,1
5,5,85,18913,18998,5
5,5,328,18918,19246,2
5,5,379,18918,19297,1
5,5,92,18903,18995,2
4,4,444,18918,19362,5
1,1,274,18917,19191,5
3,3,149,18918,19067,1
2,2,107,18918,19025,5
4,6,210,18918,19128,2
2,2,107,18918,19025,5
5,5,35,18918,18953,2
3,3,546,18918,19464,3
4,4,169,18918,19087,5
2,2,28,18918,18946,5
3,3,28,18918,18946,5
3,3,63,18918,18981,5
2,2,777,18918,19695,5
2,2,328,18918,19246,5
2,2,253,18918,19171,5
5,5,176,18918,19094,2
5,5,56,18918,18974,5
4,4,182,18918,19100,5
2,2,227,18918,19145,5
5,5,304,18918,19222,5
2,2,462,18918,19380,5
2,2,462,18918,19380,5
2,2,462,18918,19380,5
3,6,470,18918,19388,5
2,2,254,18918,19172,5
2,6,269,18918,19187,5
1,1,1270,18918,20188,5
4,4,148,18918,19066,5
5,5,279,18918,19197,5
5,5,278,18919,19197,5
5,5,169,18919,19088,3
5,5,93,18919,19012,3
5,5,197,18919,19116,3
5,5,127,18919,19046,5
1,1,737,18919,19656,5
1,1,737,18919,19656,5
4,4,64,18919,18983,3
3,3,35,18919,18954,3
