severity,severity_final,length,recDate,dispDate,ocat
5,5,124,19249,19373,1
3,3,664,19249,19913,5
5,5,455,19249,19704,1
1,1,167,19249,19416,1
5,5,76,19249,19325,1
2,5,532,19249,19781,1
3,3,664,19249,19913,5
5,5,426,19249,19675,5
1,1,280,19249,19529,1
1,1,280,19249,19529,1
5,5,286,19249,19535,5
1,2,259,19249,19508,1
5,5,41,19249,19290,1
2,5,41,19249,19290,1
2,2,243,19249,19492,5
5,5,41,19249,19290,5
3,5,42,19249,19291,1
3,3,47,19249,19296,1
5,5,223,19249,19472,5
3,3,89,19235,19324,1
2,2,35,19249,19284,1
5,5,89,19249,19338,1
4,4,96,19249,19345,1
3,5,510,19235,19745,1
5,5,255,19112,19367,5
4,4,85,19249,19334,1
5,5,179,19249,19428,3
3,3,35,19249,19284,1
2,2,260,19249,19509,1
5,5,186,19249,19435,2
2,2,761,18999,19760,5
5,5,20,19249,19269,1
1,2,316,19249,19565,1
3,3,389,19249,19638,5
4,6,363,19249,19612,1
4,4,182,19249,19431,5
4,4,74,19249,19323,2
5,5,319,19249,19568,3
2,2,249,19249,19498,5
5,5,426,19249,19675,5
4,4,89,19249,19338,2
5,5,89,19249,19338,5
5,5,120,19249,19369,2
1,1,1448,19249,20697,3
4,4,363,19249,19612,5
4,4,84,19249,19333,2
5,6,656,19249,19905,5
4,4,132,19250,19382,5
4,4,181,19250,19431,5
4,4,97,19250,19347,5
5,5,228,19250,19478,5
4,4,132,19250,19382,5
4,4,181,19250,19431,5
4,4,97,19250,19347,5
5,5,747,19250,19997,5
4,4,137,19249,19386,2
1,1,1124,19250,20374,5
3,3,472,19250,19722,5
4,5,32,19250,19282,5
2,5,179,19250,19429,1
5,5,256,19250,19506,1
5,5,241,19250,19491,5
5,5,222,19250,19472,5
3,3,256,19250,19506,5
3,3,172,19250,19422,5
5,5,322,19250,19572,1
5,5,31,19250,19281,5
5,5,39,19250,19289,1
5,5,46,19250,19296,1
2,5,73,19250,19323,1
5,5,117,19250,19367,1
5,5,47,19250,19297,1
2,2,196,19250,19446,1
4,4,174,19250,19424,1
2,6,332,19250,19582,5
5,5,40,19250,19290,1
5,5,265,19250,19515,5
2,5,355,19250,19605,1
5,5,111,19250,19361,1
1,1,461,19250,19711,1
3,3,40,19250,19290,5
5,5,76,19250,19326,1
5,5,40,19250,19290,1
2,2,519,19225,19744,1
2,2,90,19250,19340,5
2,2,290,19250,19540,5
2,2,290,19250,19540,5
3,3,88,19250,19338,5
3,3,220,19250,19470,5
2,2,426,19250,19676,5
5,5,122,19250,19372,1
2,2,348,19250,19598,5
5,5,31,19250,19281,2
5,5,628,19250,19878,1
4,4,75,19249,19324,5
2,2,11,19250,19261,5
3,3,115,19250,19365,5
2,2,382,19228,19610,5
4,4,279,19250,19529,5
2,2,39,19250,19289,1
5,5,234,19250,19484,1
0,0,1404,19250,20654,4
5,5,94,19250,19344,2
3,3,173,19250,19423,5
4,4,124,19250,19374,5
5,5,139,19250,19389,2
3,6,249,19250,19499,5
3,3,418,19250,19668,3
5,5,97,19250,19347,2
2,2,153,19250,19403,5
2,2,209,19250,19459,5
2,2,91,19250,19341,5
3,3,31,19250,19281,3
2,2,774,19250,20024,5
2,2,199,19250,19449,5
4,6,342,19250,19592,5
2,2,149,19248,19397,5
5,5,180,19250,19430,5
5,5,161,19250,19411,3
5,5,175,19250,19425,5
5,5,251,19250,19501,5
5,5,1369,19250,20619,5
2,2,210,19250,19460,5
3,3,221,19251,19472,3
5,5,354,19251,19605,5
5,5,319,19251,19570,5
5,5,187,19251,19438,5
5,5,86,19251,19337,2
3,3,30,19251,19281,3
5,6,698,19251,19949,5
2,2,215,19251,19466,5
2,2,82,19251,19333,5
5,5,328,19251,19579,5
3,5,737,19251,19988,5
3,3,74,19251,19325,5
5,5,31,19251,19282,5
5,5,332,19251,19583,5
5,5,53,19251,19304,5
5,5,117,19251,19368,5
3,3,340,19251,19591,5
3,3,75,19251,19326,5
3,3,75,19251,19326,5
2,2,118,19251,19369,5
5,5,95,19251,19346,2
4,4,117,19251,19368,5
5,5,31,19251,19282,3
4,4,138,19251,19389,5
4,4,5,19251,19256,2
3,3,209,19251,19460,5
3,3,209,19251,19460,5
5,5,33,19251,19284,2
3,3,209,19251,19460,5
4,4,31,19251,19282,5
5,5,206,19251,19457,5
5,5,388,19251,19639,5
5,5,18,19251,19269,2
3,3,233,19251,19484,5
5,5,10,19251,19261,2
3,3,191,19251,19442,5
5,5,89,19251,19340,5
5,5,326,19251,19577,5
1,1,773,19252,20025,3
1,1,456,19252,19708,1
5,5,24,19252,19276,5
1,3,304,19252,19556,5
3,3,578,19252,19830,5
4,4,187,19252,19439,5
4,4,834,19252,20086,5
5,5,88,19252,19340,5
4,4,304,19252,19556,3
3,6,215,19252,19467,5
5,5,450,19252,19702,5
5,5,171,19252,19423,5
5,6,506,19252,19758,5
4,4,110,19252,19362,5
5,5,198,19252,19450,5
2,2,192,19252,19444,5
3,3,402,19252,19654,5
5,5,36,19252,19288,2
3,3,78,19252,19330,5
1,1,408,19252,19660,5
3,3,73,19252,19325,5
1,2,408,19252,19660,5
5,5,235,19252,19487,5
3,3,374,19252,19626,5
3,3,283,19252,19535,5
3,3,374,19252,19626,5
3,3,374,19252,19626,5
3,3,373,19252,19625,5
3,3,374,19252,19626,5
4,4,152,19252,19404,5
4,4,121,19252,19373,5
5,5,89,19252,19341,5
5,5,137,19252,19389,5
5,5,184,19252,19436,5
5,6,17,19252,19269,2
5,5,390,19252,19642,5
2,3,80,19252,19332,5
3,3,435,19252,19687,5
4,4,212,19252,19464,5
3,3,82,19252,19334,3
4,4,36,19252,19288,3
4,4,36,19252,19288,3
5,5,164,19253,19417,5
2,2,562,19253,19815,1
5,5,115,19253,19368,2
5,5,155,19253,19408,5
5,5,186,19253,19439,3
3,3,190,19253,19443,3
5,5,115,19253,19368,2
1,1,1452,19253,20705,3
5,5,221,19253,19474,5
5,5,43,19253,19296,5
1,1,429,19253,19682,5
3,3,151,19253,19404,5
2,2,372,19253,19625,1
5,5,79,19253,19332,5
5,5,576,19253,19829,1
5,5,179,19253,19432,1
5,5,814,19253,20067,1
2,2,519,19253,19772,1
5,5,108,19253,19361,1
5,5,49,19253,19302,1
5,5,84,19249,19333,1
5,5,64,19253,19317,1
2,2,225,19253,19478,1
5,5,17,19253,19270,1
3,4,480,19253,19733,1
3,3,108,19253,19361,1
5,6,64,19253,19317,1
1,5,112,19253,19365,1
5,5,129,19253,19382,1
3,3,160,19248,19408,1
2,5,224,19253,19477,1
4,4,120,19253,19373,2
1,2,254,19253,19507,1
5,5,343,19253,19596,1
1,1,218,19253,19471,1
3,3,1285,19253,20538,5
3,3,119,19253,19372,5
1,1,199,19253,19452,1
5,5,71,19253,19324,1
4,5,91,19250,19341,2
5,5,46,19253,19299,1
5,5,567,19253,19820,1
3,3,556,19253,19809,5
5,5,63,19253,19316,1
5,5,38,19253,19291,5
5,5,442,19253,19695,5
3,3,151,19253,19404,5
5,5,424,19253,19677,1
3,5,360,19253,19613,1
3,3,46,19253,19299,5
2,2,101,19253,19354,1
5,5,263,19253,19516,1
3,3,221,19253,19474,1
2,5,325,19253,19578,1
5,5,447,19248,19695,1
3,3,157,19253,19410,5
4,4,304,19253,19557,5
5,5,52,19253,19305,1
4,4,24,19253,19277,5
3,3,210,19253,19463,5
1,2,164,19253,19417,1
5,5,92,19253,19345,5
3,3,25,19253,19278,5
5,5,239,19253,19492,5
1,1,393,19253,19646,3
5,5,109,19253,19362,2
5,5,220,19253,19473,2
5,5,35,19253,19288,3
3,3,479,19253,19732,3
5,5,49,19253,19302,2
5,5,129,19253,19382,3
1,1,1093,19253,20346,5
2,2,178,19253,19431,5
2,2,178,19253,19431,5
3,3,178,19253,19431,5
3,3,178,19253,19431,5
3,3,178,19253,19431,5
5,5,233,19253,19486,5
2,2,408,19253,19661,5
3,3,150,19253,19403,5
2,2,178,19254,19432,5
5,5,191,19254,19445,5
1,1,934,19194,20128,5
5,5,136,19254,19390,5
5,5,106,19254,19360,5
1,3,379,19254,19633,5
3,3,27,19254,19281,5
5,5,56,19254,19310,5
3,3,339,19254,19593,5
4,4,925,19254,20179,3
0,0,1197,19254,20451,4
3,3,195,19254,19449,5
1,1,1275,19254,20529,5
4,4,133,19254,19387,1
3,3,132,19254,19386,1
5,5,217,19254,19471,1
4,4,133,19254,19387,1
4,4,35,19249,19284,1
4,4,51,19254,19305,5
4,4,35,19249,19284,1
3,3,35,19249,19284,1
5,5,37,19254,19291,1
5,5,183,19254,19437,5
5,5,164,19254,19418,1
4,4,150,19254,19404,2
4,4,679,19254,19933,5
5,5,84,19254,19338,1
1,1,329,19254,19583,1
1,1,374,19197,19571,3
3,3,85,19249,19334,1
1,2,91,19254,19345,1
2,5,420,19254,19674,1
2,2,238,19254,19492,5
2,2,377,19254,19631,5
5,5,38,19247,19285,1
5,5,329,19254,19583,1
3,3,265,19254,19519,5
1,1,575,19254,19829,5
1,1,575,19254,19829,5
4,4,155,19254,19409,2
3,3,27,19254,19281,1
3,3,27,19254,19281,1
3,3,112,19254,19366,1
3,3,112,19254,19366,1
3,3,112,19254,19366,1
2,2,316,19235,19551,1
1,1,575,19254,19829,5
1,1,575,19254,19829,5
2,2,114,19254,19368,5
1,1,1120,19200,20320,3
3,5,204,19254,19458,1
4,4,84,19254,19338,5
3,3,72,19254,19326,1
3,3,157,19254,19411,1
3,5,709,19254,19963,1
2,3,336,19254,19590,1
2,3,156,19254,19410,1
3,3,156,19254,19410,1
3,3,94,19254,19348,5
3,3,56,19254,19310,1
3,3,115,19254,19369,3
5,5,43,19254,19297,1
5,5,56,19254,19310,1
5,5,43,19254,19297,1
3,4,265,19254,19519,5
2,2,58,19254,19312,5
5,6,344,19254,19598,1
3,3,189,19254,19443,5
3,3,682,19254,19936,5
5,5,142,19254,19396,1
3,3,735,19254,19989,3
4,6,174,19254,19428,2
4,4,400,19246,19646,1
2,2,45,19254,19299,5
1,1,1800,19232,21032,1
1,1,1579,19232,20811,1
4,4,533,19254,19787,3
2,2,84,19254,19338,5
5,5,63,19254,19317,2
5,5,71,19254,19325,5
2,2,84,19254,19338,5
3,3,69,19254,19323,5
4,6,7,19254,19261,2
4,4,41,19254,19295,5
5,5,7,19254,19261,2
5,5,62,19254,19316,5
5,5,35,19254,19289,3
2,2,76,19254,19330,5
5,6,175,19254,19429,5
3,4,73,19254,19327,5
4,4,45,19254,19299,2
4,4,45,19254,19299,2
4,4,993,19254,20247,2
4,4,45,19254,19299,2
4,4,184,19254,19438,5
5,5,21,19254,19275,2
5,5,76,19254,19330,5
3,5,87,19254,19341,3
3,3,41,19254,19295,5
5,5,84,19254,19338,5
5,5,336,19254,19590,5
3,3,457,19254,19711,5
4,4,128,19254,19382,5
5,6,506,19254,19760,5
5,6,134,19255,19389,5
3,3,281,19255,19536,3
5,5,923,19255,20178,5
1,4,714,19255,19969,5
3,3,45,19254,19299,5
3,3,127,19255,19382,5
5,5,161,19255,19416,5
3,3,212,19255,19467,5
5,6,425,19255,19680,5
3,3,50,19255,19305,3
3,3,309,19255,19564,3
4,4,217,19066,19283,5
3,3,415,19255,19670,3
2,2,1030,19255,20285,5
3,3,1120,19255,20375,5
2,5,405,19254,19659,5
3,3,120,19255,19375,5
2,5,49,19255,19304,1
3,3,210,19255,19465,5
3,3,70,19255,19325,5
3,3,120,19255,19375,5
5,5,43,19255,19298,1
5,5,400,19255,19655,1
4,4,63,19255,19318,1
5,5,147,19255,19402,1
5,5,187,19255,19442,1
5,5,2,19255,19257,2
2,2,320,19255,19575,1
5,5,677,19255,19932,1
3,3,142,19255,19397,1
5,5,85,19255,19340,1
4,4,134,19255,19389,2
4,4,78,19255,19333,5
5,5,197,19255,19452,1
5,5,216,19255,19471,1
4,4,181,19255,19436,5
5,5,110,19255,19365,2
4,4,267,19255,19522,5
5,5,29,19255,19284,2
3,3,260,19255,19515,5
4,4,44,19255,19299,5
3,3,48,19255,19303,5
5,5,76,19255,19331,1
3,3,262,19125,19387,5
5,5,61,19255,19316,5
5,7,120,19255,19375,1
5,7,281,19255,19536,1
4,4,203,19255,19458,5
5,5,42,19255,19297,1
4,4,62,19255,19317,2
5,5,383,19252,19635,1
3,3,35,19255,19290,5
5,5,1895,19255,21150,5
1,1,1211,19255,20466,5
2,3,358,19255,19613,5
5,5,29,19255,19284,2
2,2,62,19255,19317,5
3,3,113,19255,19368,5
5,5,756,19255,20011,5
5,5,132,19255,19387,2
5,5,127,19255,19382,2
3,3,70,19255,19325,5
4,6,223,19255,19478,5
2,2,238,19255,19493,5
5,5,29,19255,19284,3
3,3,125,19255,19380,5
2,2,238,19255,19493,5
2,2,274,19255,19529,5
5,5,147,19255,19402,5
4,4,36,19255,19291,5
5,5,100,19255,19355,5
4,4,263,19256,19519,5
0,2,1343,19256,20599,4
3,3,68,19256,19324,5
3,3,62,19256,19318,5
4,4,83,19256,19339,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
5,5,278,19256,19534,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
3,3,161,19256,19417,5
2,2,336,19256,19592,1
3,5,74,19256,19330,1
1,1,51,19224,19275,1
5,5,343,19256,19599,3
3,3,78,19256,19334,3
4,4,172,19256,19428,2
5,5,229,19256,19485,1
3,3,67,19256,19323,1
5,5,174,19256,19430,1
2,2,168,19256,19424,1
5,5,49,19256,19305,1
5,5,403,19256,19659,1
1,5,77,19256,19333,1
3,3,50,19256,19306,1
3,3,259,19240,19499,1
3,3,99,19256,19355,5
4,4,462,19114,19576,5
5,5,285,19256,19541,1
5,5,172,19256,19428,1
4,4,357,19256,19613,1
2,2,252,19246,19498,1
5,5,117,19256,19373,1
4,4,90,19256,19346,5
3,3,74,19256,19330,5
3,3,99,19256,19355,5
3,3,148,19256,19404,5
5,5,131,19256,19387,5
5,5,133,19256,19389,5
3,6,279,19256,19535,5
3,3,99,19256,19355,5
2,2,211,19200,19411,5
2,2,286,19200,19486,5
2,2,362,19200,19562,5
2,2,81,19256,19337,1
3,3,99,19256,19355,5
4,4,365,19256,19621,5
4,4,645,19256,19901,2
4,4,308,19256,19564,5
5,5,35,19256,19291,2
2,2,166,19256,19422,5
2,2,215,19256,19471,5
1,1,432,19256,19688,5
1,3,560,19256,19816,5
4,4,28,19256,19284,2
3,3,427,19256,19683,5
5,5,179,19256,19435,5
3,3,175,19256,19431,5
1,1,35,19256,19291,3
1,1,668,19257,19925,3
3,3,174,19257,19431,5
5,5,182,19257,19439,3
3,3,174,19257,19431,5
4,4,557,19257,19814,5
1,1,601,19257,19858,5
0,0,1211,19256,20467,4
2,2,1144,19257,20401,5
2,2,210,19257,19467,5
2,2,88,19257,19345,5
3,3,31,19257,19288,5
1,2,255,19257,19512,5
5,5,119,19257,19376,5
1,1,292,19257,19549,5
1,1,838,19257,20095,5
5,5,185,19257,19442,3
5,5,271,19257,19528,5
3,3,438,19257,19695,5
5,5,145,19257,19402,3
5,5,489,19257,19746,5
4,4,987,19257,20244,5
5,5,244,19257,19501,1
2,2,214,19257,19471,5
5,5,80,19257,19337,1
2,2,140,19235,19375,1
2,2,465,19257,19722,1
4,4,203,19257,19460,1
3,3,70,19257,19327,5
5,5,81,19257,19338,1
1,1,244,19257,19501,1
5,5,306,19257,19563,1
4,8,689,19257,19946,5
5,5,413,19257,19670,1
2,2,404,19257,19661,1
3,3,70,19257,19327,5
5,5,180,19257,19437,1
2,2,153,19257,19410,1
2,2,67,19257,19324,5
2,2,173,19257,19430,5
5,5,109,19257,19366,1
5,5,109,19257,19366,1
2,2,333,19257,19590,5
1,1,118,19257,19375,1
3,5,207,19257,19464,1
3,5,879,19257,20136,1
2,2,333,19257,19590,5
5,5,180,19257,19437,1
4,5,187,19257,19444,1
4,4,45,19257,19302,5
5,5,115,19257,19372,1
2,2,333,19257,19590,5
5,5,334,19257,19591,1
5,5,361,19257,19618,5
2,2,257,19257,19514,1
2,5,600,19257,19857,1
5,5,104,19257,19361,5
3,3,119,19257,19376,5
4,4,222,19257,19479,5
1,1,560,19194,19754,5
3,3,181,19192,19373,3
4,4,146,19257,19403,5
4,6,634,19257,19891,3
4,4,166,19257,19423,5
2,4,206,19257,19463,5
2,4,174,19257,19431,5
3,4,116,19257,19373,5
4,4,41,19257,19298,5
5,5,47,19257,19304,1
5,5,110,19257,19367,1
4,4,59,19257,19316,2
3,3,69,19257,19326,5
4,4,146,19257,19403,2
3,3,83,19257,19340,3
4,4,180,19257,19437,2
5,5,24,19257,19281,5
4,4,236,19257,19493,5
4,6,265,19257,19522,2
5,5,234,19257,19491,2
3,3,74,19257,19331,5
3,3,181,19257,19438,5
1,1,292,19257,19549,5
5,5,67,19257,19324,5
5,5,754,19257,20011,5
2,2,283,19257,19540,5
3,3,257,19257,19514,5
2,2,116,19257,19373,5
2,2,243,19257,19500,5
4,4,137,19258,19395,5
3,3,55,19258,19313,5
5,5,117,19258,19375,5
5,5,249,19258,19507,5
3,3,380,19258,19638,5
3,3,543,19258,19801,5
3,3,31,19258,19289,5
5,5,213,19258,19471,5
5,5,73,19258,19331,5
2,2,34,19258,19292,5
3,3,530,19258,19788,3
3,3,151,19258,19409,5
3,3,220,19258,19478,5
3,3,122,19258,19380,5
3,3,79,19258,19337,5
3,3,151,19258,19409,5
3,3,103,19258,19361,5
3,3,117,19258,19375,5
5,5,58,19258,19316,2
5,5,152,19258,19410,2
3,3,900,19258,20158,3
3,3,41,19258,19299,5
4,4,171,19258,19429,5
4,4,6,19258,19264,2
4,4,348,19258,19606,2
4,4,220,19258,19478,2
5,5,202,19258,19460,2
5,5,107,19258,19365,5
3,3,310,19258,19568,5
3,3,170,19258,19428,5
3,3,170,19258,19428,5
5,5,38,19258,19296,5
5,5,170,19258,19428,5
5,5,68,19258,19326,5
5,5,431,19258,19689,5
5,5,101,19259,19360,5
5,5,373,19259,19632,5
3,3,36,19259,19295,3
3,3,39,19259,19298,5
2,2,144,19259,19403,5
5,5,173,19259,19432,5
3,5,152,19259,19411,1
3,3,164,19259,19423,5
5,5,74,19259,19333,5
2,2,46,19259,19305,5
5,5,214,19259,19473,5
3,3,208,19259,19467,5
3,3,208,19259,19467,5
5,5,445,19259,19704,5
5,5,124,19259,19383,5
5,5,165,19259,19424,3
5,5,360,19259,19619,5
5,5,86,19259,19345,5
3,3,211,19259,19470,5
5,5,725,19259,19984,5
4,4,106,19259,19365,3
5,5,38,19259,19297,2
3,3,705,19259,19964,5
5,5,23,19259,19282,5
3,3,515,19259,19774,5
4,4,228,19259,19487,2
5,5,241,19259,19500,5
5,5,65,19259,19324,2
4,4,121,19259,19380,2
3,3,114,19255,19369,5
5,5,45,19259,19304,2
5,5,185,19259,19444,5
3,4,614,19259,19873,5
4,4,45,19259,19304,2
5,5,684,19259,19943,5
5,5,22,19259,19281,5
1,1,663,19256,19919,5
5,5,323,19259,19582,5
5,5,116,19259,19375,3
5,5,51,19259,19310,5
3,3,1457,19259,20716,5
5,5,263,19259,19522,5
4,4,339,19259,19598,3
5,5,263,19260,19523,5
4,4,623,19260,19883,5
4,4,45,19260,19305,5
3,3,301,19260,19561,5
5,5,225,19260,19485,5
1,1,940,19260,20200,5
5,5,64,19260,19324,5
5,5,373,19260,19633,5
5,5,154,19260,19414,5
2,2,561,19260,19821,5
3,3,289,19260,19549,5
1,1,410,19260,19670,3
3,3,142,19260,19402,5
3,3,156,19260,19416,1
3,3,76,19254,19330,1
5,5,45,19260,19305,1
5,5,171,19260,19431,1
5,5,87,19260,19347,1
5,5,169,19260,19429,1
5,5,78,19260,19338,1
2,2,205,19260,19465,1
5,5,122,19260,19382,1
4,4,78,19260,19338,1
4,4,116,19260,19376,5
5,5,546,19260,19806,5
5,5,301,19260,19561,1
1,2,214,19260,19474,1
4,4,222,19213,19435,5
5,5,114,19260,19374,1
3,3,170,19260,19430,1
1,1,788,19260,20048,3
4,4,285,19255,19540,1
2,2,637,19256,19893,1
5,5,102,19260,19362,3
3,3,114,19260,19374,1
5,5,114,19260,19374,1
3,3,114,19260,19374,1
3,3,114,19260,19374,1
3,3,114,19260,19374,1
5,5,43,19260,19303,1
3,3,36,19260,19296,5
5,5,45,19260,19305,1
2,2,80,19260,19340,1
2,2,52,19260,19312,1
2,5,66,19260,19326,1
2,2,267,19260,19527,5
5,5,596,19260,19856,1
1,1,395,19260,19655,5
2,2,135,19260,19395,5
5,5,38,19260,19298,1
2,2,442,19255,19697,5
2,2,44,19260,19304,5
2,2,44,19260,19304,5
3,3,399,19256,19655,5
3,3,354,19260,19614,5
3,3,199,19260,19459,5
5,5,35,19260,19295,2
3,3,80,19260,19340,5
1,1,1080,19260,20340,3
4,4,37,19260,19297,5
3,3,84,19260,19344,5
4,4,38,19260,19298,5
3,3,84,19260,19344,5
4,4,84,19260,19344,5
2,2,102,19260,19362,5
3,3,84,19260,19344,5
1,5,1533,19260,20793,5
1,1,477,19260,19737,3
3,3,84,19260,19344,5
3,3,84,19260,19344,5
3,3,84,19260,19344,5
3,3,533,19260,19793,5
4,4,84,19260,19344,5
1,1,601,19257,19858,5
3,3,84,19260,19344,5
3,3,29,19260,19289,3
1,1,598,19260,19858,5
5,5,142,19260,19402,2
3,3,24,19260,19284,5
5,5,45,19260,19305,2
4,4,536,19260,19796,5
2,2,643,19261,19904,5
2,2,357,19260,19617,5
5,5,218,19261,19479,5
5,5,29,19261,19290,5
4,4,78,19261,19339,3
3,3,83,19261,19344,3
5,5,79,19261,19340,5
5,5,30,19261,19291,5
5,5,6,19261,19267,2
2,2,80,19260,19340,1
3,3,69,19261,19330,3
3,3,170,19261,19431,1
3,3,136,19261,19397,1
5,5,485,19261,19746,1
5,5,76,19261,19337,1
5,5,561,19261,19822,1
3,5,561,19261,19822,1
3,3,504,19261,19765,1
5,5,38,19261,19299,1
3,3,366,19261,19627,1
5,5,196,19261,19457,1
2,5,77,19261,19338,1
4,4,24,19261,19285,5
5,5,338,19261,19599,1
5,6,197,19261,19458,1
5,6,197,19261,19458,1
2,2,197,19261,19458,5
5,6,37,19261,19298,1
2,2,197,19261,19458,1
2,2,79,19261,19340,1
1,1,599,19251,19850,5
2,2,79,19261,19340,1
2,2,79,19261,19340,1
3,3,79,19261,19340,1
2,2,270,19216,19486,5
3,3,1491,19261,20752,5
5,5,300,19261,19561,1
3,7,436,19261,19697,5
3,7,436,19261,19697,5
2,2,250,19248,19498,1
3,3,250,19248,19498,1
2,2,255,19243,19498,1
1,1,701,19261,19962,3
5,5,245,19261,19506,1
3,3,289,19261,19550,3
3,3,245,19261,19506,1
3,3,612,19261,19873,1
3,3,43,19261,19304,1
5,5,426,19261,19687,1
3,3,77,19261,19338,5
1,2,531,19261,19792,1
3,3,143,19261,19404,5
5,5,135,19261,19396,5
5,5,55,19261,19316,2
5,5,388,19261,19649,5
5,5,126,19261,19387,2
4,6,643,19261,19904,2
4,4,87,19261,19348,2
4,4,338,19261,19599,5
5,5,750,19261,20011,5
5,5,77,19261,19338,5
4,4,232,19261,19493,2
3,3,51,19261,19312,5
3,3,183,19261,19444,3
5,5,210,19261,19471,5
3,3,29,19261,19290,3
5,5,1217,19261,20478,5
4,4,43,19261,19304,2
2,2,247,19261,19508,5
2,2,247,19261,19508,5
1,1,435,19262,19697,5
2,2,492,19262,19754,5
3,3,678,19262,19940,5
4,4,289,19262,19551,5
3,3,239,19262,19501,5
3,3,85,19246,19331,1
5,5,125,19262,19387,1
5,5,348,19243,19591,1
5,5,43,19262,19305,1
5,5,75,19262,19337,1
4,4,289,19262,19551,5
5,5,440,19262,19702,5
1,1,736,19262,19998,5
1,2,379,19262,19641,1
3,3,596,19262,19858,3
2,5,238,19262,19500,1
5,5,44,19262,19306,1
5,5,174,19262,19436,5
5,6,68,19262,19330,1
5,5,42,19262,19304,1
3,3,349,19262,19611,5
4,4,777,19262,20039,5
5,5,42,19262,19304,1
3,3,43,19262,19305,5
3,3,315,19262,19577,5
2,5,272,19262,19534,1
3,4,110,19262,19372,1
2,2,224,19262,19486,1
5,5,183,19262,19445,1
2,5,100,19262,19362,1
3,3,173,19262,19435,5
2,7,289,19262,19551,5
2,2,238,19262,19500,5
4,4,236,19262,19498,5
1,1,574,19235,19809,5
2,2,41,19262,19303,1
5,5,293,19233,19526,5
2,3,49,19262,19311,1
2,5,69,19262,19331,1
3,3,342,19262,19604,3
3,3,146,19262,19408,3
5,5,126,19262,19388,1
4,5,42,19262,19304,1
4,6,321,19262,19583,1
2,5,41,19262,19303,1
5,5,69,19262,19331,1
1,3,43,19262,19305,1
3,3,110,19262,19372,5
1,2,393,19262,19655,1
4,4,534,19262,19796,5
5,5,118,19262,19380,1
4,4,533,19262,19795,5
5,5,50,19262,19312,1
5,5,5,19262,19267,2
4,4,409,19257,19666,5
5,5,233,19262,19495,1
2,2,348,19262,19610,5
4,4,286,19262,19548,5
4,4,292,19262,19554,5
2,2,1007,19262,20269,5
2,5,215,19262,19477,5
3,3,205,19262,19467,5
4,4,328,19262,19590,3
1,1,330,19262,19592,5
5,5,29,19262,19291,5
5,5,99,19262,19361,5
4,4,30,19262,19292,3
5,5,84,19262,19346,5
5,5,29,19262,19291,5
3,3,219,19262,19481,5
1,1,1087,19262,20349,5
5,5,188,19263,19451,3
2,2,83,19262,19345,5
2,2,138,19262,19400,5
1,6,525,19263,19788,5
3,3,130,19263,19393,5
5,5,148,19263,19411,5
3,3,197,19263,19460,5
5,5,335,19263,19598,5
1,1,544,19263,19807,5
1,1,552,19263,19815,5
1,1,552,19263,19815,5
3,6,438,19263,19701,5
3,6,438,19263,19701,5
3,6,574,19263,19837,5
5,5,916,19263,20179,1
5,5,62,19263,19325,5
3,3,28,19263,19291,3
5,5,189,19263,19452,1
1,5,222,19263,19485,1
5,5,350,19263,19613,5
5,5,78,19263,19341,1
5,5,33,19263,19296,2
4,4,225,19263,19488,2
3,3,264,19263,19527,1
5,5,28,19263,19291,5
2,5,70,19263,19333,1
3,3,264,19263,19527,1
5,5,76,19263,19339,5
5,5,291,19263,19554,5
5,5,306,19263,19569,1
5,5,109,19257,19366,1
2,2,187,19263,19450,1
2,2,229,19263,19492,1
5,5,105,19263,19368,1
5,5,246,19263,19509,5
2,5,1134,19263,20397,1
5,5,14,19263,19277,2
2,5,75,19263,19338,1
5,5,161,19263,19424,5
4,4,92,19254,19346,1
5,5,84,19263,19347,5
5,5,588,19263,19851,1
1,1,412,19263,19675,1
1,2,384,19263,19647,1
3,3,113,19263,19376,1
3,5,71,19263,19334,1
2,2,169,19263,19432,5
3,3,84,19263,19347,5
5,5,272,19263,19535,3
2,2,78,19263,19341,5
4,4,148,19263,19411,5
5,5,378,19263,19641,1
3,3,28,19263,19291,3
4,4,62,19263,19325,5
5,5,349,19263,19612,5
4,4,258,19263,19521,5
5,5,39,19263,19302,1
5,5,193,19263,19456,2
2,5,68,19263,19331,5
5,6,166,19263,19429,5
4,4,148,19263,19411,5
5,5,176,19263,19439,5
2,2,110,19263,19373,5
2,2,188,19263,19451,5
2,2,110,19263,19373,5
2,2,188,19263,19451,5
2,2,110,19263,19373,5
2,2,110,19263,19373,5
2,2,188,19263,19451,5
1,1,1736,19263,20999,5
2,2,110,19263,19373,5
2,2,110,19263,19373,5
3,5,370,19263,19633,5
